id,group_Id,priority,is_DialogFirstPoint,printType,portrait_id,name_localkey,scenario_localkey,play_sound,play_bgm,scenario_effect_type,scenario_effect_value,execute_DelayTime,execute_Rate,first_show_check,ConditionData/0/useCondition_Type,ConditionData/0/useCondition_Value/0,set_background,set_background_cord_X,set_background_cord_Y,set_background_scale,SpineData/0/show_spine_resource_id,SpineData/0/spine_anim_resource_id,SpineData/0/spine_resource_cord_X,SpineData/0/spine_resource_cord_Y,SpineData/0/spine_resource_scale,SpineData/4/show_spine_resource_id,SpineData/4/spine_anim_resource_id,SpineData/4/spine_resource_cord_X,SpineData/4/spine_resource_cord_Y,SpineData/5/show_spine_resource_id,SpineData/5/spine_anim_resource_id,SpineData/5/spine_resource_cord_X,SpineData/5/spine_resource_cord_Y,SpineData/6/show_spine_resource_id,SpineData/6/spine_anim_resource_id,SpineData/6/spine_resource_cord_X,SpineData/6/spine_resource_cord_Y,SpineData/7/show_spine_resource_id,SpineData/7/spine_anim_resource_id,SpineData/8/show_spine_resource_id,SpineData/8/spine_anim_resource_id,SpineData/1/show_spine_resource_id,SpineData/1/spine_anim_resource_id,SpineData/1/spine_resource_cord_X,SpineData/1/spine_resource_cord_Y,SpineData/1/spine_resource_scale,SpineData/2/show_spine_resource_id,SpineData/2/spine_anim_resource_id,SpineData/2/spine_resource_cord_X,SpineData/2/spine_resource_cord_Y,SpineData/2/spine_resource_scale,hide_background,SpineData/0/hide_spine_resource_id,SpineData/1/hide_spine_resource_id,ConditionData/0/useCondition_Value/1,ConditionData/0/useCondition_Value/2,ConditionData/1/useCondition_Type,ConditionData/1/useCondition_Value/0,SpineData/2/hide_spine_resource_id,SpineData/3/show_spine_resource_id,SpineData/3/spine_anim_resource_id,SpineData/3/spine_resource_cord_X,SpineData/3/spine_resource_cord_Y,SpineData/3/spine_resource_scale,SpineData/3/hide_spine_resource_id,SpineData/4/spine_resource_scale,SpineData/8/spine_resource_cord_X,SpineData/8/spine_resource_cord_Y,SpineData/8/spine_resource_scale,SpineData/5/spine_resource_scale,SpineData/8/hide_spine_resource_id,SpineData/5/hide_spine_resource_id,SpineData/7/spine_resource_cord_X,SpineData/7/spine_resource_cord_Y,SpineData/7/spine_resource_scale,SpineData/7/hide_spine_resource_id,SpineData/6/spine_resource_scale,SpineData/6/hide_spine_resource_id,SpineData/9/show_spine_resource_id,SpineData/9/spine_anim_resource_id,SpineData/9/spine_resource_cord_X,SpineData/9/spine_resource_cord_Y,SpineData/9/spine_resource_scale,SpineData/9/hide_spine_resource_id,SpineData/4/hide_spine_resource_id
300127,1ann_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_27,,,,,,,,Check_CurCharacter,1.0,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,110.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,101.0,202.0,Check_ItemHold,110005.0,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,,,,,,,
300128,1ann_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_28,,,,,,,,Check_CurCharacter,1.0,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,110.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,101.0,202.0,Check_ItemHold,110005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300129,1ann_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_29,,,,,,,,Check_CurCharacter,1.0,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,110.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,101.0,202.0,Check_ItemHold,110005.0,,NKS_characterDialog_emoji,characterDialog_emoji_02,132.0,115.0,1.5,,,,,,,,,,,,,,,,,,,,,
300130,1ann_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_30,,,,,,,,Check_CurCharacter,1.0,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,110.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,NKS_characterDialog_emoji,characterDialog_emoji_02,-81.0,215.0,1.5,,,,101.0,202.0,Check_ItemHold,110005.0,,,,,,,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,
300201,1ann_mini_ending_hongryeon,1,True,Stage,,,Locale_SubScenario:1ann_mini_ending_hongryeon_1,,event_bgm_redash_minigame_story2,set_camera_shake,Low_1,,10000.0,True,Check_CurCharacter,3.0,NKS_sbg_03,0.0,165.0,0.25,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300202,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_2,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,NKS_characterDialog_emoji,characterDialog_emoji_01,-71.0,206.0,1.5,,,,,,,,,,,,,,,,,,,,,
300203,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_3,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,
300204,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_4,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,NKS_characterDialog_emoji,characterDialog_emoji_01,-170.0,212.0,1.5,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300205,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_5,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,,,,,,,
300206,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_6,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300207,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_7,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300208,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_8,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300209,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_9,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300210,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_10,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300211,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_11,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300212,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_12,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300213,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_13,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300214,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_14,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300215,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_15,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300216,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_16,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300217,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_17,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300218,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_18,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300219,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_19,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300220,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_20,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300221,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_21,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300222,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_22,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300223,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_23,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300224,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_24,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300225,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_25,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300226,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_26,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,NKS_characterDialog_emoji,characterDialog_emoji_05,-71.0,206.0,1.5,,,,,,,,,,,,,,,,,,,,,
300227,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_27,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,
300228,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_28,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300229,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_29,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300230,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_30,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300231,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_31,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300232,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_32,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300233,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_33,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,NKS_characterDialog_emoji,characterDialog_emoji_03,-170.0,212.0,1.5,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300234,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_34,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,NKS_characterDialog_emoji,NKS_characterDialog_emoji,characterDialog_emoji_06,-71.0,206.0,1.5,,,,,,,,,,,,,,,,,,,,,
300235,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_35,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,
300236,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hongryeon_36,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,NKS_characterDialog_emoji,characterDialog_emoji_02,-170.0,212.0,1.5,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300237,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_37,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,NKS_characterDialog_emoji,NKS_characterDialog_emoji,characterDialog_emoji_02,-71.0,206.0,1.5,,,,,,,,,,,,,,,,,,,,,
300238,1ann_mini_ending_hongryeon,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_38,,,,,,,,Check_CurCharacter,3.0,,,,,NKS_characterDialog_c220_02,c220_sprite_complain,-152.0,122.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c965_01,characterDialog_sprite_00,-132.0,80.0,2.0,,,,,,,,,103.0,204.0,Check_ItemHold,110006.0,,,,,,,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,
300301,1ann_mini_ending_rapunzel,1,True,Stage,,,Locale_SubScenario:1ann_mini_ending_rapunzel_1,,event_bgm_redash_minigame_story1,set_camera_shake,Low_1,,10000.0,True,Check_CurCharacter,4.0,NKS_sbg_04,0.0,165.0,0.25,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300302,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_2,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,NKS_characterDialog_emoji,characterDialog_emoji_01,-105.0,78.0,1.5,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300303,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_3,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,,,,,,,
300304,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_4,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300305,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_5,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_01,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,NKS_characterDialog_emoji,characterDialog_emoji_07,120.0,94.0,1.5,,,,,,,,,,,,,,,,,,,,,
