id,reaction_type,attractive_level_min,attractive_level_max,resource_id,costume_index,eventlobby_id,animation_clip,speech_localkey,rection_voice,probability,special_lobby_change_step,camera_shake
233,touch,1.0,9.0,161,0,0,expression_0,Locale_Character:161_speech_01,c161_Lobby_Touch_1,0.3,,
234,touch,1.0,9.0,161,0,0,expression_0,Locale_Character:161_speech_02,c161_Lobby_Touch_2,0.3,,
235,touch,1.0,9.0,161,0,0,expression_0,Locale_Character:161_speech_03,c161_Lobby_Touch_3,0.4,,
236,touch,10.0,0.0,161,0,0,expression_0,Locale_Character:161_speech_04,c161_Lobby_Touch_Love_1,0.3,,
237,touch,10.0,0.0,161,0,0,expression_0,Locale_Character:161_speech_05,c161_Lobby_Touch_Love_2,0.3,,
238,touch,10.0,0.0,161,0,0,expression_0,Locale_Character:161_speech_06,c161_Lobby_Touch_Love_3,0.4,,
239,stay,1.0,9.0,161,0,0,expression_0,Locale_Character:161_stay_01,c161_Lobby_Stay_1,1.0,,
240,stay,10.0,0.0,161,0,0,expression_0,Locale_Character:161_stay_02,c161_Lobby_Stay_Love_1,1.0,,
241,touch,1.0,9.0,170,0,0,expression_0,Locale_Character:170_speech_01,c170_Lobby_Touch_1,0.3,,
242,touch,1.0,9.0,170,0,0,expression_0,Locale_Character:170_speech_02,c170_Lobby_Touch_2,0.3,,
243,touch,1.0,9.0,170,0,0,expression_0,Locale_Character:170_speech_03,c170_Lobby_Touch_3,0.4,,
244,touch,10.0,0.0,170,0,0,expression_0,Locale_Character:170_speech_04,c170_Lobby_Touch_Love_1,0.3,,
245,touch,10.0,0.0,170,0,0,expression_0,Locale_Character:170_speech_05,c170_Lobby_Touch_Love_2,0.3,,
246,touch,10.0,0.0,170,0,0,expression_0,Locale_Character:170_speech_06,c170_Lobby_Touch_Love_3,0.4,,
247,stay,1.0,9.0,170,0,0,expression_0,Locale_Character:170_stay_01,c170_Lobby_Stay_1,1.0,,
248,stay,10.0,0.0,170,0,0,expression_0,Locale_Character:170_stay_02,c170_Lobby_Stay_Love_1,1.0,,
249,touch,1.0,9.0,171,0,0,expression_0,Locale_Character:171_speech_01,c171_Lobby_Touch_1,0.3,,
250,touch,1.0,9.0,171,0,0,expression_0,Locale_Character:171_speech_02,c171_Lobby_Touch_2,0.3,,
251,touch,1.0,9.0,171,0,0,expression_0,Locale_Character:171_speech_03,c171_Lobby_Touch_3,0.4,,
252,touch,10.0,0.0,171,0,0,expression_0,Locale_Character:171_speech_04,c171_Lobby_Touch_Love_1,0.3,,
253,touch,10.0,0.0,171,0,0,expression_0,Locale_Character:171_speech_05,c171_Lobby_Touch_Love_2,0.3,,
254,touch,10.0,0.0,171,0,0,expression_0,Locale_Character:171_speech_06,c171_Lobby_Touch_Love_3,0.4,,
255,stay,1.0,9.0,171,0,0,expression_0,Locale_Character:171_stay_01,c171_Lobby_Stay_1,1.0,,
256,stay,10.0,0.0,171,0,0,expression_0,Locale_Character:171_stay_02,c171_Lobby_Stay_Love_1,1.0,,
257,touch,1.0,9.0,172,0,0,expression_0,Locale_Character:172_speech_01,c172_Lobby_Touch_1,0.3,,
258,touch,1.0,9.0,172,0,0,expression_0,Locale_Character:172_speech_02,c172_Lobby_Touch_2,0.3,,
259,touch,1.0,9.0,172,0,0,expression_0,Locale_Character:172_speech_03,c172_Lobby_Touch_3,0.4,,
260,touch,10.0,0.0,172,0,0,expression_0,Locale_Character:172_speech_04,c172_Lobby_Touch_Love_1,0.3,,
261,touch,10.0,0.0,172,0,0,expression_0,Locale_Character:172_speech_05,c172_Lobby_Touch_Love_2,0.3,,
262,touch,10.0,0.0,172,0,0,expression_0,Locale_Character:172_speech_06,c172_Lobby_Touch_Love_3,0.4,,
263,stay,1.0,9.0,172,0,0,expression_0,Locale_Character:172_stay_01,c172_Lobby_Stay_1,1.0,,
264,stay,10.0,0.0,172,0,0,expression_0,Locale_Character:172_stay_02,c172_Lobby_Stay_Love_1,1.0,,
265,touch,1.0,9.0,180,0,0,expression_0,Locale_Character:180_speech_01,c180_Lobby_Touch_1,0.3,,
266,touch,1.0,9.0,180,0,0,expression_0,Locale_Character:180_speech_02,c180_Lobby_Touch_2,0.3,,
267,touch,1.0,9.0,180,0,0,expression_0,Locale_Character:180_speech_03,c180_Lobby_Touch_3,0.4,,
268,touch,10.0,0.0,180,0,0,expression_0,Locale_Character:180_speech_04,c180_Lobby_Touch_Love_1,0.3,,
269,touch,10.0,0.0,180,0,0,expression_0,Locale_Character:180_speech_05,c180_Lobby_Touch_Love_2,0.3,,
270,touch,10.0,0.0,180,0,0,expression_0,Locale_Character:180_speech_06,c180_Lobby_Touch_Love_3,0.4,,
271,stay,1.0,9.0,180,0,0,expression_0,Locale_Character:180_stay_01,c180_Lobby_Stay_1,1.0,,
272,stay,10.0,0.0,180,0,0,expression_0,Locale_Character:180_stay_02,c180_Lobby_Stay_Love_1,1.0,,
273,touch,1.0,9.0,181,0,0,expression_0,Locale_Character:181_speech_01,c181_Lobby_Touch_1,0.3,,
274,touch,1.0,9.0,181,0,0,expression_0,Locale_Character:181_speech_02,c181_Lobby_Touch_2,0.3,,
275,touch,1.0,9.0,181,0,0,expression_0,Locale_Character:181_speech_03,c181_Lobby_Touch_3,0.4,,
276,touch,10.0,0.0,181,0,0,expression_0,Locale_Character:181_speech_04,c181_Lobby_Touch_Love_1,0.3,,
277,touch,10.0,0.0,181,0,0,expression_0,Locale_Character:181_speech_05,c181_Lobby_Touch_Love_2,0.3,,
278,touch,10.0,0.0,181,0,0,expression_0,Locale_Character:181_speech_06,c181_Lobby_Touch_Love_3,0.4,,
279,stay,1.0,9.0,181,0,0,expression_0,Locale_Character:181_stay_01,c181_Lobby_Stay_1,1.0,,
280,stay,10.0,0.0,181,0,0,expression_0,Locale_Character:181_stay_02,c181_Lobby_Stay_Love_1,1.0,,
281,touch,1.0,9.0,190,0,0,expression_0,Locale_Character:190_speech_01,c190_Lobby_Touch_1,0.3,,
282,touch,1.0,9.0,190,0,0,expression_0,Locale_Character:190_speech_02,c190_Lobby_Touch_2,0.3,,
283,touch,1.0,9.0,190,0,0,expression_0,Locale_Character:190_speech_03,c190_Lobby_Touch_3,0.4,,
284,touch,10.0,0.0,190,0,0,expression_0,Locale_Character:190_speech_04,c190_Lobby_Touch_Love_1,0.3,,
285,touch,10.0,0.0,190,0,0,expression_0,Locale_Character:190_speech_05,c190_Lobby_Touch_Love_2,0.3,,
286,touch,10.0,0.0,190,0,0,expression_0,Locale_Character:190_speech_06,c190_Lobby_Touch_Love_3,0.4,,
287,stay,1.0,9.0,190,0,0,expression_0,Locale_Character:190_stay_01,c190_Lobby_Stay_1,1.0,,
288,stay,10.0,0.0,190,0,0,expression_0,Locale_Character:190_stay_02,c190_Lobby_Stay_Love_1,1.0,,
289,touch,1.0,9.0,191,0,0,expression_0,Locale_Character:191_speech_01,c191_Lobby_Touch_1,0.3,,
290,touch,1.0,9.0,191,0,0,expression_0,Locale_Character:191_speech_02,c191_Lobby_Touch_2,0.3,,
291,touch,1.0,9.0,191,0,0,expression_0,Locale_Character:191_speech_03,c191_Lobby_Touch_3,0.4,,
292,touch,10.0,0.0,191,0,0,expression_0,Locale_Character:191_speech_04,c191_Lobby_Touch_Love_1,0.3,,
293,touch,10.0,0.0,191,0,0,expression_0,Locale_Character:191_speech_05,c191_Lobby_Touch_Love_2,0.3,,
294,touch,10.0,0.0,191,0,0,expression_0,Locale_Character:191_speech_06,c191_Lobby_Touch_Love_3,0.4,,
295,stay,1.0,9.0,191,0,0,expression_0,Locale_Character:191_stay_01,c191_Lobby_Stay_1,1.0,,
296,stay,10.0,0.0,191,0,0,expression_0,Locale_Character:191_stay_02,c191_Lobby_Stay_Love_1,1.0,,
297,touch,1.0,9.0,200,0,0,expression_0,Locale_Character:200_speech_01,c200_Lobby_Touch_1,0.3,,
298,touch,1.0,9.0,200,0,0,expression_0,Locale_Character:200_speech_02,c200_Lobby_Touch_2,0.3,,
299,touch,1.0,9.0,200,0,0,expression_0,Locale_Character:200_speech_03,c200_Lobby_Touch_3,0.4,,
300,touch,10.0,0.0,200,0,0,expression_0,Locale_Character:200_speech_04,c200_Lobby_Touch_Love_1,0.3,,
301,touch,10.0,0.0,200,0,0,expression_0,Locale_Character:200_speech_05,c200_Lobby_Touch_Love_2,0.3,,
302,touch,10.0,0.0,200,0,0,expression_0,Locale_Character:200_speech_06,c200_Lobby_Touch_Love_3,0.4,,
303,stay,1.0,9.0,200,0,0,expression_0,Locale_Character:200_stay_01,c200_Lobby_Stay_1,1.0,,
304,stay,10.0,0.0,200,0,0,expression_0,Locale_Character:200_stay_02,c200_Lobby_Stay_Love_1,1.0,,
305,touch,1.0,9.0,201,0,0,expression_0,Locale_Character:201_speech_01,c201_Lobby_Touch_1,0.3,,
306,touch,1.0,9.0,201,0,0,expression_0,Locale_Character:201_speech_02,c201_Lobby_Touch_2,0.3,,
307,touch,1.0,9.0,201,0,0,expression_0,Locale_Character:201_speech_03,c201_Lobby_Touch_3,0.4,,
308,touch,10.0,0.0,201,0,0,expression_0,Locale_Character:201_speech_04,c201_Lobby_Touch_Love_1,0.3,,
309,touch,10.0,0.0,201,0,0,expression_0,Locale_Character:201_speech_05,c201_Lobby_Touch_Love_2,0.3,,
310,touch,10.0,0.0,201,0,0,expression_0,Locale_Character:201_speech_06,c201_Lobby_Touch_Love_3,0.4,,
311,stay,1.0,9.0,201,0,0,expression_0,Locale_Character:201_stay_01,c201_Lobby_Stay_1,1.0,,
312,stay,10.0,0.0,201,0,0,expression_0,Locale_Character:201_stay_02,c201_Lobby_Stay_Love_1,1.0,,
313,touch,1.0,9.0,202,0,0,expression_0,Locale_Character:202_speech_01,c202_Lobby_Touch_1,0.3,,
314,touch,1.0,9.0,202,0,0,expression_0,Locale_Character:202_speech_02,c202_Lobby_Touch_2,0.3,,
315,touch,1.0,9.0,202,0,0,expression_0,Locale_Character:202_speech_03,c202_Lobby_Touch_3,0.4,,
316,touch,10.0,0.0,202,0,0,expression_0,Locale_Character:202_speech_04,c202_Lobby_Touch_Love_1,0.3,,
317,touch,10.0,0.0,202,0,0,expression_0,Locale_Character:202_speech_05,c202_Lobby_Touch_Love_2,0.3,,
318,touch,10.0,0.0,202,0,0,expression_0,Locale_Character:202_speech_06,c202_Lobby_Touch_Love_3,0.4,,
319,stay,1.0,9.0,202,0,0,expression_0,Locale_Character:202_stay_01,c202_Lobby_Stay_1,1.0,,
320,stay,10.0,0.0,202,0,0,expression_0,Locale_Character:202_stay_02,c202_Lobby_Stay_Love_1,1.0,,
321,touch,1.0,9.0,210,0,0,expression_0,Locale_Character:210_speech_01,c210_Lobby_Touch_1,0.3,,
322,touch,1.0,9.0,210,0,0,expression_0,Locale_Character:210_speech_02,c210_Lobby_Touch_2,0.3,,
323,touch,1.0,9.0,210,0,0,expression_0,Locale_Character:210_speech_03,c210_Lobby_Touch_3,0.4,,
324,touch,10.0,0.0,210,0,0,expression_0,Locale_Character:210_speech_04,c210_Lobby_Touch_Love_1,0.3,,
325,touch,10.0,0.0,210,0,0,expression_0,Locale_Character:210_speech_05,c210_Lobby_Touch_Love_2,0.3,,
326,touch,10.0,0.0,210,0,0,expression_0,Locale_Character:210_speech_06,c210_Lobby_Touch_Love_3,0.4,,
327,stay,1.0,9.0,210,0,0,expression_0,Locale_Character:210_stay_01,c210_Lobby_Stay_1,1.0,,
328,stay,10.0,0.0,210,0,0,expression_0,Locale_Character:210_stay_02,c210_Lobby_Stay_Love_1,1.0,,
329,touch,1.0,9.0,212,0,0,expression_0,Locale_Character:212_speech_01,c212_Lobby_Touch_1,0.3,,
330,touch,1.0,9.0,212,0,0,expression_0,Locale_Character:212_speech_02,c212_Lobby_Touch_2,0.3,,
331,touch,1.0,9.0,212,0,0,expression_0,Locale_Character:212_speech_03,c212_Lobby_Touch_3,0.4,,
332,touch,10.0,0.0,212,0,0,expression_0,Locale_Character:212_speech_04,c212_Lobby_Touch_Love_1,0.3,,
333,touch,10.0,0.0,212,0,0,expression_0,Locale_Character:212_speech_05,c212_Lobby_Touch_Love_2,0.3,,
334,touch,10.0,0.0,212,0,0,expression_0,Locale_Character:212_speech_06,c212_Lobby_Touch_Love_3,0.4,,
335,stay,1.0,9.0,212,0,0,expression_0,Locale_Character:212_stay_01,c212_Lobby_Stay_1,1.0,,
336,stay,10.0,0.0,212,0,0,expression_0,Locale_Character:212_stay_02,c212_Lobby_Stay_Love_1,1.0,,
337,touch,1.0,9.0,220,0,0,expression_0,Locale_Character:220_speech_01,c220_Lobby_Touch_1,0.3,,
338,touch,1.0,9.0,220,0,0,expression_0,Locale_Character:220_speech_02,c220_Lobby_Touch_2,0.3,,
339,touch,1.0,9.0,220,0,0,expression_0,Locale_Character:220_speech_03,c220_Lobby_Touch_3,0.4,,
340,touch,10.0,0.0,220,0,0,expression_0,Locale_Character:220_speech_04,c220_Lobby_Touch_Love_1,0.3,,
341,touch,10.0,0.0,220,0,0,expression_0,Locale_Character:220_speech_05,c220_Lobby_Touch_Love_2,0.3,,
342,touch,10.0,0.0,220,0,0,expression_0,Locale_Character:220_speech_06,c220_Lobby_Touch_Love_3,0.4,,
343,stay,1.0,9.0,220,0,0,expression_0,Locale_Character:220_stay_01,c220_Lobby_Stay_1,1.0,,
344,stay,10.0,0.0,220,0,0,expression_0,Locale_Character:220_stay_02,c220_Lobby_Stay_Love_1,1.0,,
345,touch,1.0,9.0,221,0,0,expression_0,Locale_Character:221_speech_01,c221_Lobby_Touch_1,0.3,,
346,touch,1.0,9.0,221,0,0,expression_0,Locale_Character:221_speech_02,c221_Lobby_Touch_2,0.3,,
347,touch,1.0,9.0,221,0,0,expression_0,Locale_Character:221_speech_03,c221_Lobby_Touch_3,0.4,,
348,touch,10.0,0.0,221,0,0,expression_0,Locale_Character:221_speech_04,c221_Lobby_Touch_Love_1,0.3,,
349,touch,10.0,0.0,221,0,0,expression_0,Locale_Character:221_speech_05,c221_Lobby_Touch_Love_2,0.3,,
350,touch,10.0,0.0,221,0,0,expression_0,Locale_Character:221_speech_06,c221_Lobby_Touch_Love_3,0.4,,
351,stay,1.0,9.0,221,0,0,expression_0,Locale_Character:221_stay_01,c221_Lobby_Stay_1,1.0,,
352,stay,10.0,0.0,221,0,0,expression_0,Locale_Character:221_stay_02,c221_Lobby_Stay_Love_1,1.0,,
353,touch,1.0,9.0,222,0,0,expression_0,Locale_Character:222_speech_01,c222_Lobby_Touch_1,0.3,,
354,touch,1.0,9.0,222,0,0,expression_0,Locale_Character:222_speech_02,c222_Lobby_Touch_2,0.3,,
355,touch,1.0,9.0,222,0,0,expression_0,Locale_Character:222_speech_03,c222_Lobby_Touch_3,0.4,,
356,touch,10.0,0.0,222,0,0,expression_0,Locale_Character:222_speech_04,c222_Lobby_Touch_Love_1,0.3,,
357,touch,10.0,0.0,222,0,0,expression_0,Locale_Character:222_speech_05,c222_Lobby_Touch_Love_2,0.3,,
358,touch,10.0,0.0,222,0,0,expression_0,Locale_Character:222_speech_06,c222_Lobby_Touch_Love_3,0.4,,
359,stay,1.0,9.0,222,0,0,expression_0,Locale_Character:222_stay_01,c222_Lobby_Stay_1,1.0,,
360,stay,10.0,0.0,222,0,0,expression_0,Locale_Character:222_stay_02,c222_Lobby_Stay_Love_1,1.0,,
361,touch,1.0,9.0,230,0,0,expression_0,Locale_Character:230_speech_01,c230_Lobby_Touch_1,0.3,,
362,touch,1.0,9.0,230,0,0,expression_0,Locale_Character:230_speech_02,c230_Lobby_Touch_2,0.3,,
363,touch,1.0,9.0,230,0,0,expression_0,Locale_Character:230_speech_03,c230_Lobby_Touch_3,0.4,,
364,touch,10.0,0.0,230,0,0,expression_0,Locale_Character:230_speech_04,c230_Lobby_Touch_Love_1,0.3,,
365,touch,10.0,0.0,230,0,0,expression_0,Locale_Character:230_speech_05,c230_Lobby_Touch_Love_2,0.3,,
366,touch,10.0,0.0,230,0,0,expression_0,Locale_Character:230_speech_06,c230_Lobby_Touch_Love_3,0.4,,
367,stay,1.0,9.0,230,0,0,expression_0,Locale_Character:230_stay_01,c230_Lobby_Stay_1,1.0,,
368,stay,10.0,0.0,230,0,0,expression_0,Locale_Character:230_stay_02,c230_Lobby_Stay_Love_1,1.0,,
369,touch,1.0,9.0,231,0,0,expression_0,Locale_Character:231_speech_01,c231_Lobby_Touch_1,0.3,,
370,touch,1.0,9.0,231,0,0,expression_0,Locale_Character:231_speech_02,c231_Lobby_Touch_2,0.3,,
371,touch,1.0,9.0,231,0,0,expression_0,Locale_Character:231_speech_03,c231_Lobby_Touch_3,0.4,,
372,touch,10.0,0.0,231,0,0,expression_0,Locale_Character:231_speech_04,c231_Lobby_Touch_Love_1,0.3,,
373,touch,10.0,0.0,231,0,0,expression_0,Locale_Character:231_speech_05,c231_Lobby_Touch_Love_2,0.3,,
374,touch,10.0,0.0,231,0,0,expression_0,Locale_Character:231_speech_06,c231_Lobby_Touch_Love_3,0.4,,
375,stay,1.0,9.0,231,0,0,expression_0,Locale_Character:231_stay_01,c231_Lobby_Stay_1,1.0,,
376,stay,10.0,0.0,231,0,0,expression_0,Locale_Character:231_stay_02,c231_Lobby_Stay_Love_1,1.0,,
377,touch,1.0,9.0,232,0,0,expression_0,Locale_Character:232_speech_01,c232_Lobby_Touch_1,0.3,,
378,touch,1.0,9.0,232,0,0,expression_0,Locale_Character:232_speech_02,c232_Lobby_Touch_2,0.3,,
379,touch,1.0,9.0,232,0,0,expression_0,Locale_Character:232_speech_03,c232_Lobby_Touch_3,0.4,,
380,touch,10.0,0.0,232,0,0,expression_0,Locale_Character:232_speech_04,c232_Lobby_Touch_Love_1,0.3,,
381,touch,10.0,0.0,232,0,0,expression_0,Locale_Character:232_speech_05,c232_Lobby_Touch_Love_2,0.3,,
382,touch,10.0,0.0,232,0,0,expression_0,Locale_Character:232_speech_06,c232_Lobby_Touch_Love_3,0.4,,
383,stay,1.0,9.0,232,0,0,expression_0,Locale_Character:232_stay_01,c232_Lobby_Stay_1,1.0,,
384,stay,10.0,0.0,232,0,0,expression_0,Locale_Character:232_stay_02,c232_Lobby_Stay_Love_1,1.0,,
385,touch,1.0,9.0,241,0,0,expression_0,Locale_Character:241_speech_01,c241_Lobby_Touch_1,0.3,,
386,touch,1.0,9.0,241,0,0,expression_0,Locale_Character:241_speech_02,c241_Lobby_Touch_2,0.3,,
387,touch,1.0,9.0,241,0,0,expression_0,Locale_Character:241_speech_03,c241_Lobby_Touch_3,0.4,,
388,touch,10.0,0.0,241,0,0,expression_0,Locale_Character:241_speech_04,c241_Lobby_Touch_Love_1,0.3,,
389,touch,10.0,0.0,241,0,0,expression_0,Locale_Character:241_speech_05,c241_Lobby_Touch_Love_2,0.3,,
390,touch,10.0,0.0,241,0,0,expression_0,Locale_Character:241_speech_06,c241_Lobby_Touch_Love_3,0.4,,
391,stay,1.0,9.0,241,0,0,expression_0,Locale_Character:241_stay_01,c241_Lobby_Stay_1,1.0,,
392,stay,10.0,0.0,241,0,0,expression_0,Locale_Character:241_stay_02,c241_Lobby_Stay_Love_1,1.0,,
393,touch,1.0,9.0,242,0,0,expression_0,Locale_Character:242_speech_01,c242_Lobby_Touch_1,0.3,,
394,touch,1.0,9.0,242,0,0,expression_0,Locale_Character:242_speech_02,c242_Lobby_Touch_2,0.3,,
395,touch,1.0,9.0,242,0,0,expression_0,Locale_Character:242_speech_03,c242_Lobby_Touch_3,0.4,,
396,touch,10.0,0.0,242,0,0,expression_0,Locale_Character:242_speech_04,c242_Lobby_Touch_Love_1,0.3,,
397,touch,10.0,0.0,242,0,0,expression_0,Locale_Character:242_speech_05,c242_Lobby_Touch_Love_2,0.3,,
398,touch,10.0,0.0,242,0,0,expression_0,Locale_Character:242_speech_06,c242_Lobby_Touch_Love_3,0.4,,
399,stay,1.0,9.0,242,0,0,expression_0,Locale_Character:242_stay_01,c242_Lobby_Stay_1,1.0,,
400,stay,10.0,0.0,242,0,0,expression_0,Locale_Character:242_stay_02,c242_Lobby_Stay_Love_1,1.0,,
401,touch,1.0,9.0,260,0,0,expression_0,Locale_Character:260_speech_01,c260_Lobby_Touch_1,0.3,,
402,touch,1.0,9.0,260,0,0,expression_0,Locale_Character:260_speech_02,c260_Lobby_Touch_2,0.3,,
403,touch,1.0,9.0,260,0,0,expression_0,Locale_Character:260_speech_03,c260_Lobby_Touch_3,0.4,,
404,touch,10.0,0.0,260,0,0,expression_0,Locale_Character:260_speech_04,c260_Lobby_Touch_Love_1,0.3,,
405,touch,10.0,0.0,260,0,0,expression_0,Locale_Character:260_speech_05,c260_Lobby_Touch_Love_2,0.3,,
406,touch,10.0,0.0,260,0,0,expression_0,Locale_Character:260_speech_06,c260_Lobby_Touch_Love_3,0.4,,
407,stay,1.0,9.0,260,0,0,expression_0,Locale_Character:260_stay_01,c260_Lobby_Stay_1,1.0,,
408,stay,10.0,0.0,260,0,0,expression_0,Locale_Character:260_stay_02,c260_Lobby_Stay_Love_1,1.0,,
409,touch,1.0,9.0,291,0,0,expression_0,Locale_Character:291_speech_01,c291_Lobby_Touch_1,0.3,,
410,touch,1.0,9.0,291,0,0,expression_0,Locale_Character:291_speech_02,c291_Lobby_Touch_2,0.3,,
411,touch,1.0,9.0,291,0,0,expression_0,Locale_Character:291_speech_03,c291_Lobby_Touch_3,0.4,,
412,touch,10.0,0.0,291,0,0,expression_0,Locale_Character:291_speech_04,c291_Lobby_Touch_Love_1,0.3,,
413,touch,10.0,0.0,291,0,0,expression_0,Locale_Character:291_speech_05,c291_Lobby_Touch_Love_2,0.3,,
414,touch,10.0,0.0,291,0,0,expression_0,Locale_Character:291_speech_06,c291_Lobby_Touch_Love_3,0.4,,
415,stay,1.0,9.0,291,0,0,expression_0,Locale_Character:291_stay_01,c291_Lobby_Stay_1,1.0,,
416,stay,10.0,0.0,291,0,0,expression_0,Locale_Character:291_stay_02,c291_Lobby_Stay_Love_1,1.0,,
417,touch,1.0,9.0,430,0,0,expression_0,Locale_Character:430_speech_01,c430_Lobby_Touch_1,0.3,,
418,touch,1.0,9.0,430,0,0,expression_0,Locale_Character:430_speech_02,c430_Lobby_Touch_2,0.3,,
419,touch,1.0,9.0,430,0,0,expression_0,Locale_Character:430_speech_03,c430_Lobby_Touch_3,0.4,,
420,touch,10.0,0.0,430,0,0,expression_0,Locale_Character:430_speech_04,c430_Lobby_Touch_Love_1,0.3,,
421,touch,10.0,0.0,430,0,0,expression_0,Locale_Character:430_speech_05,c430_Lobby_Touch_Love_2,0.3,,
422,touch,10.0,0.0,430,0,0,expression_0,Locale_Character:430_speech_06,c430_Lobby_Touch_Love_3,0.4,,
423,stay,1.0,9.0,430,0,0,expression_0,Locale_Character:430_stay_01,c430_Lobby_Stay_1,1.0,,
424,stay,10.0,0.0,430,0,0,expression_0,Locale_Character:430_stay_02,c430_Lobby_Stay_Love_1,1.0,,
425,touch,1.0,9.0,431,0,0,expression_0,Locale_Character:431_speech_01,c431_Lobby_Touch_1,0.3,,
426,touch,1.0,9.0,431,0,0,expression_0,Locale_Character:431_speech_02,c431_Lobby_Touch_2,0.3,,
427,touch,1.0,9.0,431,0,0,expression_0,Locale_Character:431_speech_03,c431_Lobby_Touch_3,0.4,,
428,touch,10.0,0.0,431,0,0,expression_0,Locale_Character:431_speech_04,c431_Lobby_Touch_Love_1,0.3,,
429,touch,10.0,0.0,431,0,0,expression_0,Locale_Character:431_speech_05,c431_Lobby_Touch_Love_2,0.3,,
430,touch,10.0,0.0,431,0,0,expression_0,Locale_Character:431_speech_06,c431_Lobby_Touch_Love_3,0.4,,
431,stay,1.0,9.0,431,0,0,expression_0,Locale_Character:431_stay_01,c431_Lobby_Stay_1,1.0,,
432,stay,10.0,0.0,431,0,0,expression_0,Locale_Character:431_stay_02,c431_Lobby_Stay_Love_1,1.0,,
433,touch,1.0,9.0,432,0,0,expression_0,Locale_Character:432_speech_01,c432_Lobby_Touch_1,0.3,,
434,touch,1.0,9.0,432,0,0,expression_0,Locale_Character:432_speech_02,c432_Lobby_Touch_2,0.3,,
435,touch,1.0,9.0,432,0,0,expression_0,Locale_Character:432_speech_03,c432_Lobby_Touch_3,0.4,,
436,touch,10.0,0.0,432,0,0,expression_0,Locale_Character:432_speech_04,c432_Lobby_Touch_Love_1,0.3,,
437,touch,10.0,0.0,432,0,0,expression_0,Locale_Character:432_speech_05,c432_Lobby_Touch_Love_2,0.3,,
438,touch,10.0,0.0,432,0,0,expression_0,Locale_Character:432_speech_06,c432_Lobby_Touch_Love_3,0.4,,
439,stay,1.0,9.0,432,0,0,expression_0,Locale_Character:432_stay_01,c432_Lobby_Stay_1,1.0,,
440,stay,10.0,0.0,432,0,0,expression_0,Locale_Character:432_stay_02,c432_Lobby_Stay_Love_1,1.0,,
441,touch,1.0,9.0,100,0,0,expression_0,Locale_Character:100_speech_01,c100_Lobby_Touch_1,0.3,,
442,touch,1.0,9.0,100,0,0,expression_0,Locale_Character:100_speech_02,c100_Lobby_Touch_2,0.3,,
443,touch,1.0,9.0,100,0,0,expression_0,Locale_Character:100_speech_03,c100_Lobby_Touch_3,0.4,,
444,touch,10.0,0.0,100,0,0,expression_0,Locale_Character:100_speech_04,c100_Lobby_Touch_Love_1,0.3,,
445,touch,10.0,0.0,100,0,0,expression_0,Locale_Character:100_speech_05,c100_Lobby_Touch_Love_2,0.3,,
446,touch,10.0,0.0,100,0,0,expression_0,Locale_Character:100_speech_06,c100_Lobby_Touch_Love_3,0.4,,
447,stay,1.0,9.0,100,0,0,expression_0,Locale_Character:100_stay_01,c100_Lobby_Stay_1,1.0,,
448,stay,10.0,0.0,100,0,0,expression_0,Locale_Character:100_stay_02,c100_Lobby_Stay_Love_1,1.0,,
449,touch,1.0,9.0,352,0,0,expression_0,Locale_Character:352_speech_01,c352_Lobby_Touch_1,0.3,,
450,touch,1.0,9.0,352,0,0,expression_0,Locale_Character:352_speech_02,c352_Lobby_Touch_2,0.3,,
451,touch,1.0,9.0,352,0,0,expression_0,Locale_Character:352_speech_03,c352_Lobby_Touch_3,0.4,,
452,touch,10.0,0.0,352,0,0,expression_0,Locale_Character:352_speech_04,c352_Lobby_Touch_Love_1,0.3,,
453,touch,10.0,0.0,352,0,0,expression_0,Locale_Character:352_speech_05,c352_Lobby_Touch_Love_2,0.3,,
454,touch,10.0,0.0,352,0,0,expression_0,Locale_Character:352_speech_06,c352_Lobby_Touch_Love_3,0.4,,
455,stay,1.0,9.0,352,0,0,expression_0,Locale_Character:352_stay_01,c352_Lobby_Stay_1,1.0,,
456,stay,10.0,0.0,352,0,0,expression_0,Locale_Character:352_stay_02,c352_Lobby_Stay_Love_1,1.0,,
457,touch,1.0,9.0,392,0,0,expression_0,Locale_Character:392_speech_01,c392_Lobby_Touch_1,0.3,,
458,touch,1.0,9.0,392,0,0,expression_0,Locale_Character:392_speech_02,c392_Lobby_Touch_2,0.3,,
459,touch,1.0,9.0,392,0,0,expression_0,Locale_Character:392_speech_03,c392_Lobby_Touch_3,0.4,,
460,touch,10.0,0.0,392,0,0,expression_0,Locale_Character:392_speech_04,c392_Lobby_Touch_Love_1,0.3,,
461,touch,10.0,0.0,392,0,0,expression_0,Locale_Character:392_speech_05,c392_Lobby_Touch_Love_2,0.3,,
462,touch,10.0,0.0,392,0,0,expression_0,Locale_Character:392_speech_06,c392_Lobby_Touch_Love_3,0.4,,
463,stay,1.0,9.0,392,0,0,expression_0,Locale_Character:392_stay_01,c392_Lobby_Stay_1,1.0,,
464,stay,10.0,0.0,392,0,0,expression_0,Locale_Character:392_stay_02,c392_Lobby_Stay_Love_1,1.0,,
465,touch,1.0,9.0,400,0,0,expression_0,Locale_Character:400_speech_01,c400_Lobby_Touch_1,0.3,,
466,touch,1.0,9.0,400,0,0,expression_0,Locale_Character:400_speech_02,c400_Lobby_Touch_2,0.3,,
